,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
78394,166794,95012100975593,July,KS,1443.4892,2884.0,60,44,1,,58,1,1,0,0,"Native, Born In US",4,"Other health care services (6215, 6219)",850,"Private, For Profit",No,No,Employed-At Work,0,48.06666666666667,3.8725889361827392
78399,166805,163422000039507,July,KS,1404.4602,1400.0,32,46,4,,33,2,1,2,5,"Foreign Born, US Cit By Naturalization",4,Pharmacies and drug stores (44611),3050,"Private, For Profit",No,No,Employed-At Work,1,43.75,3.7784916128036232
78400,166806,163422000039507,July,KS,1817.5895,636.0,24,44,4,,34,1,1,2,5,"Foreign Born, US Cit By Naturalization",4,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,0,26.5,3.2771447329921766
78405,166817,216208570000141,July,KS,1140.7756,1519.23,50,44,1,1.0,30,2,1,1,3,"Native, Born In US",4,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,1,30.3846,3.413935901110343
78407,166820,277941806059058,July,KS,1285.4974,2884.61,50,46,4,,42,1,1,3,10,"Foreign Born, Not a US Citizen",4,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4710,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
78411,166828,502551130007009,July,KS,1774.9175,2884.61,50,44,1,,50,1,1,1,4,"Native, Born In US",4,"** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",4930,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
78418,166843,750539910059201,July,KS,1361.9147,2884.61,55,44,1,,47,2,1,2,3,"Native, Born In US",4,Printing and related support activities (3231),430,"Private, For Profit",No,No,Employed-At Work,1,52.44745454545455,3.959811802596086
78420,166847,903050751219950,July,KS,1443.4892,2307.69,50,44,1,,59,1,1,0,0,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",910,"Private, For Profit",No,No,Employed-At Work,0,46.153800000000004,3.83197929775411
78428,166860,22522100691399,July,KS,1350.8921,769.15,50,44,1,,53,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-Absent,1,15.383,2.733263003573614
78432,166867,46422100998198,July,KS,1210.4001,384.61,20,44,4,,30,2,1,0,0,"Foreign Born, Not a US Citizen",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1,19.2305,2.956497560302709
78433,166868,46422100998198,July,KS,1566.4457,384.61,20,44,4,,32,1,1,0,0,"Foreign Born, Not a US Citizen",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,0,19.2305,2.956497560302709
78439,166881,78552100998897,July,KS,1374.7392,1346.15,50,45,1,,29,1,1,0,0,"Native, Born In US",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,26.923000000000002,3.292980939874984
78465,166945,768060921219270,July,KS,933.8058,1500.0,40,44,2,,38,2,5,1,2,"Native, Born In US",4,National security and international affairs (928),630,Government - Federal,No,No,Employed-At Work,1,37.5,3.624340932976365
78486,166991,20010055643242,July,KS,1517.2601,840.0,40,44,1,,63,1,1,0,0,"Native, Born In US",4,"Jewelry, luggage, and leather goods stores (4483)",4760,"Private, For Profit",No,No,Employed-At Work,0,21.0,3.044522437723423
78495,167008,108412000034607,July,KS,2050.5579,951.92,50,44,1,1.0,39,1,1,3,11,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,No,No,Employed-At Work,0,19.0384,2.9464579922187517
78504,167028,511507001220480,July,KS,1600.3335,807.69,40,44,1,,31,1,7,0,0,"Native, Born In US",4,Motion pictures and video industries (5121),2710,"Private, For Profit",No,No,Employed-At Work,0,20.19225,3.005298867423203
78506,167031,628080961259920,July,KS,1105.7044,1111.2,40,44,1,,44,2,1,1,4,"Native, Born In US",4,Vocational rehabilitation services (6243),2000,Government - Federal,No,No,Employed-At Work,1,27.78,3.3243163373261977
78507,167032,628080961259920,July,KS,1549.7429,1346.0,45,44,1,,52,1,1,1,4,"Native, Born In US",4,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-Absent,0,29.91111111111111,3.398230020434353
78530,167091,48962110691096,July,KY,1833.7141,634.61,40,44,1,,38,2,5,0,0,"Native, Born In US",6,Outpatient care centers (6214),3245,"Private, For Profit",No,No,Employed-At Work,1,15.86525,2.764131182868772
78536,167099,86052110995399,July,KY,1899.6489,673.07,40,44,1,,63,1,1,0,0,"Native, Born In US",6,*** Electronic shopping (New industry *454111),5350,"Private, For Profit",No,No,Employed-At Work,0,16.82675,2.8229698820090032
78546,167116,130820528931002,July,KY,2341.2612,1200.0,40,44,1,,47,2,1,0,0,"Native, Born In US",6,Vocational rehabilitation services (6243),2000,"Private, For Profit",No,No,Employed-At Work,1,30.0,3.4011973816621555
78568,167146,200170618033146,July,KY,2840.7075,850.0,40,44,2,,45,2,1,1,4,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,21.25,3.056356895370426
78569,167150,212412150004602,July,KY,2269.142,470.0,40,44,2,,52,2,1,4,13,"Foreign Born, Not a US Citizen",6,*** Electronic shopping (New industry *454111),5620,"Private, For Profit",No,No,Employed-At Work,1,11.75,2.463853240590168
78572,167154,250916097421329,July,KY,1994.9842,1076.92,40,44,1,,34,1,1,2,5,"Native, Born In US",6,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-Absent,0,26.923000000000002,3.292980939874984
78575,167159,291312008520380,July,KY,2049.5397,1692.3,40,46,1,,39,2,6,4,6,"Native, Born In US",6,Offices of physicians (6211),3060,"Private, For Profit",Yes,,Employed-At Work,1,42.3075,3.744964375300104
78577,167161,310004782613601,July,KY,2840.7075,630.0,40,44,2,,49,2,5,0,0,"Native, Born In US",6,Computer systems design and related services (5415),4840,"Private, For Profit",Yes,,Employed-At Work,1,15.75,2.7568403652716422
78587,167178,612398160004907,July,KY,2766.3702,865.38,40,44,4,,29,1,7,0,0,"Foreign Born, Not a US Citizen",6,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1050,"Private, For Profit",No,No,Employed-At Work,0,21.6345,3.0742892627095375
78632,167283,130020095941002,July,KY,1874.0634,320.0,40,44,1,,33,2,1,2,3,"Native, Born In US",6,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-Absent,1,8.0,2.0794415416798357
78637,167293,169522010012106,July,KY,1702.7083,730.76,40,44,1,,60,2,5,0,0,"Native, Born In US",6,Outpatient care centers (6214),3245,"Private, Nonprofit",No,No,Employed-At Work,1,18.269,2.9052056343544326
78694,167431,20110065817129,July,KY,1902.0884,1200.0,40,44,1,,40,2,1,2,3,"Native, Born In US",6,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,1,30.0,3.4011973816621555
78695,167433,54742110991691,July,KY,1753.8931,1442.3,35,46,1,,32,2,1,2,5,"Native, Born In US",6,Offices of dentists (6212),3010,"Private, For Profit",No,No,Employed-At Work,1,41.208571428571425,3.7186462791000507
78696,167434,54742110991691,July,KY,1976.6674,865.38,50,44,1,,32,1,1,2,5,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,17.3076,2.851145711395328
78697,167438,199150467410912,July,KY,2046.4163,1150.0,40,46,1,,39,1,1,4,8,"Native, Born In US",6,Offices of physicians (6211),3256,"Private, For Profit",No,No,Employed-Absent,0,28.75,3.3586377672433594
78718,167479,20210139750915,July,LA,1367.635,2884.61,40,44,1,,34,2,1,2,5,"Native, Born In US",7,"Non-depository credit and related activities (5222, 5223)",120,"Private, For Profit",No,No,Employed-At Work,1,72.11525,4.27826553371462
78720,167487,62042848200831,July,LA,1464.0471,2884.0,40,44,1,,27,2,2,1,3,"Native, Born In US",7,Hospitals (622),2010,"Private, For Profit",No,No,Employed-At Work,1,72.1,4.278054044290903
78721,167488,78152120999792,July,LA,2900.351,714.28,65,44,1,,33,1,1,2,5,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,0,10.988923076923076,2.3968877724332867
78722,167489,78152120999792,July,LA,2973.4562,1022.72,50,44,1,,33,2,1,2,5,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-Absent,1,20.4544,3.018198018269654
78753,167564,601904342898282,July,LA,3393.4812,1500.0,55,44,1,,50,1,5,2,2,"Native, Born In US",7,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",20,"Private, For Profit",No,No,Employed-At Work,0,27.272727272727273,3.3058872018578307
78773,167598,13292120995699,July,LA,3482.9085,1192.3,40,44,1,,49,1,1,2,10,"Native, Born In US",7,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,29.807499999999997,3.39476003969815
78778,167616,20210090029847,July,LA,1399.9344,1442.3,40,45,1,,39,1,1,0,0,"Native, Born In US",7,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,36.0575,3.585114886475528
78779,167617,20210090029847,July,LA,1484.0315,1211.53,40,45,1,,26,2,1,0,0,"Native, Born In US",7,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,1,30.288249999999998,3.410759848526933
78786,167632,91002695200551,July,LA,1503.9444,951.0,50,45,1,,42,1,1,2,8,"Native, Born In US",7,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,19.02,2.9454910571172443
78787,167633,91002695200551,July,LA,1332.7702,865.0,40,45,1,,41,2,1,2,8,"Native, Born In US",7,"Justice, public order, and safety activities (922, pt. 92115)",2105,Government - Local,No,No,Employed-At Work,1,21.625,3.073850052817943
78791,167639,111325002720470,July,LA,1386.3033,2115.38,55,44,1,,30,2,7,0,0,"Native, Born In US",7,Gasoline stations (447),3540,"Private, For Profit",No,No,Employed-At Work,1,38.46145454545455,3.649656559140093
78793,167642,120200091336218,July,LA,3226.5208,769.23,40,45,1,,25,2,1,0,0,"Native, Born In US",7,Hospitals (622),3500,"Private, Nonprofit",No,No,Employed-At Work,1,19.23075,2.9565105604002095
78795,167646,150952020069501,July,LA,1601.9565,951.0,50,46,1,,47,1,1,3,10,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",3060,Government - State,No,No,Employed-At Work,0,19.02,2.9454910571172443
78801,167662,202070411072254,July,LA,1444.5447,1021.75,25,44,1,,57,2,1,0,0,"Native, Born In US",7,Offices of physicians (6211),3258,"Private, For Profit",Yes,,Employed-At Work,1,40.87,3.7103962975761857
78820,167708,310001282205092,July,LA,1547.7741,1259.61,35,46,2,,59,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),5860,Government - State,No,No,Employed-At Work,1,35.98885714285714,3.583209366734205
78822,167711,310003082010652,July,LA,1386.3033,1400.0,30,44,1,,33,2,1,1,3,"Native, Born In US",7,Outpatient care centers (6214),3510,"Private, For Profit",No,No,Employed-At Work,1,46.666666666666664,3.8430301339411947
78840,167743,900202260210732,July,LA,1690.9999,323.0,40,46,1,,37,1,7,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-Absent,0,8.075,2.08877286910872
78843,167751,942629510849208,July,LA,3140.6701,840.0,30,45,1,,57,2,1,0,0,"Native, Born In US",7,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,1,28.0,3.332204510175204
78857,167782,81527003120860,July,LA,1896.2754,1211.53,40,46,1,,57,2,1,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-Absent,1,30.288249999999998,3.410759848526933
78858,167783,81527003120860,July,LA,1949.4748,1307.69,50,46,1,,57,1,1,0,0,"Native, Born In US",7,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,26.1538,3.263994495441231
78859,167785,92312520992292,July,LA,3221.7164,830.76,40,44,2,,33,1,7,0,0,"Native, Born In US",7,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,0,20.769,3.033461490363998
78865,167804,250860255501002,July,LA,1725.1502,769.23,40,44,1,,41,2,4,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-Absent,1,19.23075,2.9565105604002095
78889,167875,24992530698791,July,ME,495.6275,2700.0,60,44,1,,50,1,1,0,0,"Native, Born In US",1,Hospitals (622),350,"Private, Nonprofit",No,No,Employed-Absent,0,45.0,3.8066624897703196
78898,167899,110212900300195,July,ME,489.2838,384.0,24,44,1,,53,2,1,1,4,"Foreign Born, US Cit By Naturalization",1,Hospitals (622),3600,"Private, Nonprofit",No,No,Employed-At Work,1,16.0,2.772588722239781
78899,167903,120301010529910,July,ME,464.361,1250.0,60,46,1,,59,2,1,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1,20.833333333333332,3.036554268074246
78900,167904,120301010529910,July,ME,492.0521,950.0,40,46,1,,60,1,1,0,0,"Foreign Born, US Cit By Naturalization",1,Wired telecommunications carriers (*5171),4710,"Private, For Profit",No,No,Employed-At Work,0,23.75,3.1675825304806504
78914,167933,206180716082311,July,ME,651.3152,1280.0,40,46,1,,31,1,1,1,1,"Native, Born In US",1,Hospitals (622),3160,"Private, For Profit",No,No,Employed-At Work,0,32.0,3.4657359027997265
78922,167951,270733091521149,July,ME,455.0284,634.61,32,44,1,,60,2,1,0,0,"Native, Born In US",1,Home health care services (6216),5940,"Private, Nonprofit",No,No,Employed-At Work,1,19.8315625,2.987274734182982
78934,167985,399350246710712,July,ME,603.2775,1853.21,40,44,7,,42,2,1,4,8,"Native, Born In US",1,Administration of human resource programs (923),5240,Government - Federal,No,Yes,Employed-At Work,1,46.33025,3.835795095485658
78936,167987,399350947720612,July,ME,501.8385,918.0,45,44,1,,46,1,5,0,0,"Native, Born In US",1,"Administration of environmental quality and housing programs (924, 925)",3850,Government - State,Yes,,Employed-At Work,0,20.4,3.0155349008501706
78938,167994,400835060821374,July,ME,501.8385,1600.0,40,44,1,,45,1,5,0,0,"Native, Born In US",1,"** Motor vehicles, parts and supplies, merchant wholesalers (*4231)",9620,"Private, For Profit",No,No,Employed-At Work,0,40.0,3.6888794541139363
78955,168046,707093965219760,July,ME,622.9828,769.23,25,44,1,,27,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,30.7692,3.4265141896459452
78959,168052,723119310479205,July,ME,495.3741,1230.76,40,44,1,,50,2,1,0,0,"Native, Born In US",1,Ship and boat building (3366),650,"Private, For Profit",No,No,Employed-At Work,1,30.769,3.42650768961832
78960,168053,723119310479205,July,ME,501.7969,2500.0,45,44,1,,54,1,1,0,0,"Native, Born In US",1,Ship and boat building (3366),110,"Private, For Profit",No,No,Employed-At Work,0,55.55555555555556,4.017383521085972
78994,168117,3172130990091,July,ME,558.2791,1384.61,45,45,1,,31,1,7,0,0,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,30.76911111111111,3.4265113007499943
78995,168118,3172130990091,July,ME,586.8898,1576.92,45,45,1,,30,2,7,0,0,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,1,35.04266666666667,3.5565663666732275
79027,168183,150738079921309,July,ME,495.3741,153.0,24,44,1,,50,2,1,1,3,"Native, Born In US",1,Elementary and secondary schools (6111),1820,Government - Local,No,No,Employed-Absent,1,6.375,1.8523840910444898
79033,168209,276951400045348,July,ME,615.702,2884.61,60,45,1,,41,1,1,2,5,"Native, Born In US",1,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,0,48.07683333333333,3.8728004256064557
79035,168214,301707192893633,July,ME,470.1411,1021.75,25,44,1,,55,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,40.87,3.7103962975761857
79044,168224,399430773420912,July,ME,455.0284,2500.0,55,44,1,,62,2,7,0,0,"Native, Born In US",1,"Architectural, engineering, and related services (5413)",430,"Private, For Profit",No,No,Employed-At Work,1,45.45454545454545,3.816712825623821
79046,168229,399960615770912,July,ME,564.5749,865.38,30,46,1,7.0,44,1,1,1,3,"Native, Born Abroad Of US Parent(s)",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,0,28.846,3.3619713351613183
79047,168230,399960615770912,July,ME,662.6517,692.3,40,44,1,7.0,44,2,1,1,3,"Foreign Born, US Cit By Naturalization",1,"Colleges and universities, including junior colleges (6112, 6113)",910,Government - State,No,Yes,Employed-At Work,1,17.307499999999997,2.8511399335700434
79054,168241,501704502894463,July,ME,431.322,2846.0,45,45,1,,64,1,1,0,0,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,63.24444444444445,4.147007288879478
79061,168260,740933094721239,July,ME,470.1411,1500.0,40,44,1,,55,2,6,0,0,"Native, Born In US",1,Postal Service (491),5560,Government - Federal,Yes,,Employed-At Work,1,37.5,3.624340932976365
79066,168269,903019010139207,July,ME,647.0978,576.92,40,44,1,,28,1,7,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2000,Government - State,No,No,Employed-At Work,0,14.422999999999998,2.668824154601373
79074,168292,34372140972794,July,MD,2073.5025,1923.07,50,44,1,,28,2,1,0,0,"Native, Born In US",5,** Construction (23),810,"Private, For Profit",No,No,Employed-At Work,1,38.4614,3.649655140954175
